Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
01-02-2007;1:09:00;0,2980;0,0940;242,2100;1,2000;0,0000;0,0000;0,0000
01-02-2007;1:10:00;0,2960;0,0960;242,6100;1,2000;0,0000;0,0000;0,0000
01-02-2007;1:11:00;0,2960;0,0940;242,2400;1,2000;0,0000;0,0000;0,0000
01-02-2007;1:12:00;0,2580;0,0000;242,6600;1,0000;0,0000;0,0000;0,0000
01-02-2007;1:13:00;0,2260;0,0000;242,9900;1,0000;0,0000;0,0000;0,0000
01-02-2007;1:14:00;0,2280;0,0000;243,5300;1,0000;0,0000;0,0000;0,0000
01-02-2007;1:15:00;0,3160;0,0880;243,1200;1,4000;0,0000;0,0000;0,0000
01-02-2007;1:16:00;0,4340;0,2520;242,8300;2,2000;0,0000;0,0000;0,0000
01-02-2007;1:17:00;0,4180;0,2540;243,0800;2,0000;0,0000;2,0000;0,0000
01-02-2007;1:18:00;0,4140;0,2540;243,3500;2,0000;0,0000;1,0000;0,0000
01-02-2007;1:19:00;0,4120;0,2520;242,7100;2,0000;0,0000;1,0000;0,0000
01-02-2007;1:20:00;0,4100;0,2460;241,6300;2,0000;0,0000;2,0000;0,0000
01-02-2007;1:21:00;0,4080;0,2460;241,8600;2,0000;0,0000;1,0000;0,0000
01-02-2007;1:22:00;0,4080;0,2480;242,1700;2,0000;0,0000;2,0000;0,0000
01-02-2007;1:23:00;0,4040;0,2440;241,7000;2,0000;0,0000;1,0000;0,0000
01-02-2007;1:24:00;0,4020;0,2420;241,1400;1,8000;0,0000;1,0000;0,0000
01-02-2007;1:25:00;0,4020;0,2440;241,4100;1,8000;0,0000;2,0000;0,0000
01-02-2007;1:26:00;0,4020;0,2460;241,9500;1,8000;0,0000;1,0000;0,0000
01-02-2007;1:27:00;0,4020;0,2480;242,3600;1,8000;0,0000;2,0000;0,0000
01-02-2007;1:28:00;0,4020;0,2500;242,6000;1,8000;0,0000;1,0000;0,0000
01-02-2007;1:29:00;0,3980;0,2460;242,1100;1,8000;0,0000;1,0000;0,0000
01-02-2007;1:30:00;0,3360;0,1560;241,8800;1,6000;0,0000;2,0000;0,0000
01-02-2007;1:31:00;0,3000;0,1040;240,7800;1,2000;0,0000;1,0000;0,0000
01-02-2007;1:32:00;0,3000;0,1040;240,6800;1,2000;0,0000;1,0000;0,0000
01-02-2007;1:33:00;0,3000;0,1060;240,8700;1,2000;0,0000;2,0000;0,0000
01-02-2007;1:34:00;0,2980;0,1060;241,0000;1,2000;0,0000;1,0000;0,0000
01-02-2007;1:35:00;0,2980;0,1060;240,9700;1,2000;0,0000;1,0000;0,0000
01-02-2007;1:36:00;0,2980;0,1060;241,0900;1,2000;0,0000;1,0000;0,0000
01-02-2007;1:37:00;0,2980;0,1060;241,1000;1,2000;0,0000;2,0000;0,0000
01-02-2007;1:38:00;0,2980;0,1060;241,2100;1,2000;0,0000;1,0000;0,0000
01-02-2007;1:39:00;0,2960;0,1060;241,2700;1,2000;0,0000;1,0000;0,0000
01-02-2007;1:40:00;0,2960;0,1080;241,4000;1,2000;0,0000;1,0000;0,0000
01-02-2007;1:41:00;0,2960;0,1080;241,6100;1,2000;0,0000;1,0000;0,0000
01-02-2007;1:42:00;0,2960;0,1060;241,3700;1,2000;0,0000;2,0000;0,0000
01-02-2007;1:43:00;0,2940;0,1060;240,9900;1,2000;0,0000;1,0000;0,0000
01-02-2007;1:44:00;0,2940;0,1060;241,2700;1,2000;0,0000;1,0000;0,0000
01-02-2007;1:45:00;0,2420;0,0000;241,2600;1,0000;0,0000;0,0000;0,0000
01-02-2007;1:46:00;0,2240;0,0000;241,7600;1,0000;0,0000;0,0000;0,0000
01-02-2007;1:47:00;0,2240;0,0000;242,3800;1,0000;0,0000;0,0000;0,0000
01-02-2007;1:48:00;0,2240;0,0000;242,1500;1,0000;0,0000;0,0000;0,0000
01-02-2007;1:49:00;0,2880;0,0500;241,6900;1,4000;0,0000;0,0000;0,0000
01-02-2007;1:50:00;0,2980;0,0880;241,0200;1,2000;0,0000;0,0000;0,0000
01-02-2007;1:51:00;0,2980;0,0880;240,7500;1,2000;0,0000;0,0000;0,0000
01-02-2007;1:52:00;0,2980;0,0880;241,0600;1,2000;0,0000;0,0000;0,0000
01-02-2007;1:53:00;0,3000;0,0900;241,5700;1,2000;0,0000;0,0000;0,0000
01-02-2007;1:54:00;0,3000;0,0940;242,2900;1,2000;0,0000;0,0000;0,0000
01-02-2007;1:55:00;0,3000;0,0960;242,7700;1,2000;0,0000;0,0000;0,0000
01-02-2007;1:56:00;0,3860;0,1900;242,4800;1,8000;0,0000;0,0000;0,0000
01-02-2007;1:57:00;0,4060;0,2280;242,2400;1,8000;0,0000;0,0000;0,0000
01-02-2007;1:58:00;0,3980;0,2220;242,1100;1,8000;0,0000;0,0000;0,0000
01-02-2007;1:59:00;0,3260;0,1160;240,5500;1,4000;0,0000;0,0000;0,0000
01-02-2007;2:00:00;0,3240;0,1160;240,3300;1,4000;0,0000;0,0000;0,0000
01-02-2007;2:01:00;0,3280;0,1260;242,5700;1,4000;0,0000;0,0000;0,0000
01-02-2007;2:02:00;0,3280;0,1300;243,1200;1,4000;0,0000;0,0000;0,0000
01-02-2007;2:03:00;0,3260;0,1280;243,0500;1,4000;0,0000;0,0000;0,0000
01-02-2007;2:04:00;0,3240;0,1280;243,0900;1,4000;0,0000;0,0000;0,0000
01-02-2007;2:05:00;0,3220;0,1240;242,0700;1,4000;0,0000;0,0000;0,0000
01-02-2007;2:06:00;0,3220;0,1240;242,2100;1,4000;0,0000;0,0000;0,0000
01-02-2007;2:07:00;0,3220;0,1260;242,4700;1,4000;0,0000;0,0000;0,0000
01-02-2007;2:08:00;0,3220;0,1260;242,5700;1,4000;0,0000;0,0000;0,0000
01-02-2007;2:09:00;0,3220;0,1280;243,0800;1,4000;0,0000;0,0000;0,0000
01-02-2007;2:10:00;0,3220;0,1300;243,2800;1,4000;0,0000;0,0000;0,0000
01-02-2007;2:11:00;0,2420;0,0000;243,5200;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:12:00;0,2280;0,0000;244,0900;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:13:00;0,2280;0,0000;244,0200;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:14:00;0,2280;0,0000;244,0200;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:15:00;0,2260;0,0000;243,2500;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:16:00;0,2260;0,0000;243,0600;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:17:00;0,2280;0,0000;243,3800;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:18:00;0,2280;0,0000;243,9100;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:19:00;0,2280;0,0000;243,9300;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:20:00;0,2280;0,0000;243,5500;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:21:00;0,2280;0,0000;243,4500;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:22:00;0,2260;0,0000;242,4200;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:23:00;0,2260;0,0000;243,1400;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:24:00;0,2280;0,0000;243,3700;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:25:00;0,2280;0,0000;243,5300;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:26:00;0,2260;0,0000;243,2200;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:27:00;0,2280;0,0000;243,5700;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:28:00;0,2280;0,0000;243,7600;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:29:00;0,2260;0,0000;243,3600;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:30:00;0,2260;0,0000;243,1700;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:31:00;0,2280;0,0000;243,5800;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:32:00;0,2280;0,0000;244,1000;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:33:00;0,2300;0,0000;244,5500;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:34:00;0,2300;0,0000;244,9800;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:35:00;0,2280;0,0000;244,3600;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:36:00;0,2920;0,0600;244,4200;1,4000;0,0000;0,0000;0,0000
01-02-2007;2:37:00;0,3880;0,1900;243,8500;1,8000;0,0000;0,0000;0,0000
01-02-2007;2:38:00;0,4160;0,2380;243,8300;2,0000;0,0000;0,0000;0,0000
01-02-2007;2:39:00;0,4160;0,2440;243,7300;2,0000;0,0000;0,0000;0,0000
01-02-2007;2:40:00;0,4360;0,2760;244,6600;2,0000;0,0000;0,0000;0,0000
01-02-2007;2:41:00;0,4360;0,2800;245,0200;2,0000;0,0000;0,0000;0,0000
01-02-2007;2:42:00;0,4320;0,2800;245,0600;2,0000;0,0000;0,0000;0,0000
01-02-2007;2:43:00;0,4260;0,2720;244,0400;2,0000;0,0000;0,0000;0,0000
01-02-2007;2:44:00;0,4240;0,2700;243,5800;2,0000;0,0000;0,0000;0,0000
01-02-2007;2:45:00;0,4200;0,2680;243,4200;2,0000;0,0000;0,0000;0,0000
01-02-2007;2:46:00;0,3500;0,1600;243,1900;1,6000;0,0000;0,0000;0,0000
01-02-2007;2:47:00;0,3500;0,1640;243,9000;1,6000;0,0000;0,0000;0,0000
01-02-2007;2:48:00;0,3480;0,1620;243,6000;1,6000;0,0000;0,0000;0,0000
01-02-2007;2:49:00;0,3460;0,1600;243,0400;1,6000;0,0000;0,0000;0,0000
01-02-2007;2:50:00;0,3460;0,1620;243,4400;1,6000;0,0000;0,0000;0,0000
01-02-2007;2:51:00;0,3460;0,1620;243,3500;1,6000;0,0000;0,0000;0,0000
01-02-2007;2:52:00;0,2560;0,0000;243,3400;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:53:00;0,2520;0,0000;243,2100;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:54:00;0,2520;0,0000;242,9600;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:55:00;0,2520;0,0000;243,3300;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:56:00;0,2520;0,0000;243,1600;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:57:00;0,2500;0,0000;242,7700;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:58:00;0,2520;0,0000;243,3600;1,0000;0,0000;0,0000;0,0000
01-02-2007;2:59:00;0,2520;0,0000;243,3800;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:00:00;0,2520;0,0000;243,5000;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:01:00;0,2520;0,0000;243,5700;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:02:00;0,2540;0,0000;244,2400;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:03:00;0,2540;0,0000;244,2200;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:04:00;0,2540;0,0000;243,9900;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:05:00;0,2520;0,0000;243,4400;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:06:00;0,2520;0,0000;243,4000;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:07:00;0,2520;0,0000;243,4900;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:08:00;0,2520;0,0000;243,5500;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:09:00;0,2520;0,0000;243,1900;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:10:00;0,2540;0,0000;243,7400;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:11:00;0,2540;0,0000;244,1100;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:12:00;0,2500;0,0000;242,8400;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:13:00;0,2500;0,0000;242,8100;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:14:00;0,2500;0,0000;242,4800;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:15:00;0,2500;0,0000;242,5000;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:16:00;0,2500;0,0000;242,7600;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:17:00;0,2500;0,0000;242,9200;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:18:00;0,3680;0,1500;242,4900;1,6000;0,0000;0,0000;0,0000
01-02-2007;3:19:00;0,3600;0,1580;242,8600;1,6000;0,0000;0,0000;0,0000
01-02-2007;3:20:00;0,3580;0,1620;243,3300;1,6000;0,0000;0,0000;0,0000
01-02-2007;3:21:00;0,3580;0,1620;243,5300;1,6000;0,0000;0,0000;0,0000
01-02-2007;3:22:00;0,3560;0,1620;243,4400;1,6000;0,0000;0,0000;0,0000
01-02-2007;3:23:00;0,3860;0,1840;243,5300;1,8000;0,0000;0,0000;0,0000
01-02-2007;3:24:00;0,4060;0,2340;243,0000;1,8000;0,0000;0,0000;0,0000
01-02-2007;3:25:00;0,4040;0,2380;243,8000;1,8000;0,0000;0,0000;0,0000
01-02-2007;3:26:00;0,4020;0,2360;243,5000;1,8000;0,0000;0,0000;0,0000
01-02-2007;3:27:00;0,4000;0,2340;243,1300;1,8000;0,0000;0,0000;0,0000
01-02-2007;3:28:00;0,4000;0,2340;243,3400;1,8000;0,0000;0,0000;0,0000
01-02-2007;3:29:00;0,3980;0,2360;243,5100;1,8000;0,0000;0,0000;0,0000
01-02-2007;3:30:00;0,3960;0,2380;243,8600;1,8000;0,0000;0,0000;0,0000
01-02-2007;3:31:00;0,3920;0,2340;243,0300;1,8000;0,0000;0,0000;0,0000
01-02-2007;3:32:00;0,3460;0,1660;242,9900;1,6000;0,0000;0,0000;0,0000
01-02-2007;3:33:00;0,2580;0,0000;243,1200;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:34:00;0,2240;0,0000;242,0600;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:35:00;0,2240;0,0000;241,7700;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:36:00;0,2260;0,0000;242,3400;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:37:00;0,2280;0,0000;243,2600;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:38:00;0,2280;0,0000;243,7100;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:39:00;0,2300;0,0000;244,8300;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:40:00;0,2300;0,0000;244,6900;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:41:00;0,2300;0,0000;244,5500;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:42:00;0,2300;0,0000;244,3800;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:43:00;0,2300;0,0000;244,4000;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:44:00;0,2280;0,0000;244,1600;1,0000;0,0000;0,0000;0,0000
01-02-2007;3:45:00;0,2680;0,0000;244,2100;1,4000;0,0000;0,0000;0,0000
01-02-2007;3:46:00;0,3120;0,1200;244,1300;1,4000;0,0000;1,0000;0,0000
01-02-2007;3:47:00;0,3120;0,1200;244,2200;1,4000;0,0000;1,0000;0,0000
01-02-2007;3:48:00;0,3120;0,1180;243,9600;1,4000;0,0000;2,0000;0,0000
01-02-2007;3:49:00;0,3120;0,1160;243,4800;1,4000;0,0000;1,0000;0,0000
01-02-2007;3:50:00;0,3120;0,1180;243,8400;1,4000;0,0000;2,0000;0,0000
01-02-2007;3:51:00;0,3140;0,1200;243,9200;1,4000;0,0000;1,0000;0,0000
01-02-2007;3:52:00;0,3140;0,1220;244,5000;1,4000;0,0000;1,0000;0,0000
01-02-2007;3:53:00;0,3140;0,1220;244,6000;1,4000;0,0000;2,0000;0,0000
01-02-2007;3:54:00;0,3140;0,1220;244,5600;1,4000;0,0000;1,0000;0,0000
01-02-2007;3:55:00;0,3120;0,1200;243,9100;1,4000;0,0000;2,0000;0,0000
01-02-2007;3:56:00;0,3100;0,1160;243,5500;1,4000;0,0000;1,0000;0,0000
01-02-2007;3:57:00;0,3100;0,1160;243,5800;1,4000;0,0000;1,0000;0,0000
01-02-2007;3:58:00;0,3080;0,1120;242,7400;1,4000;0,0000;2,0000;0,0000
01-02-2007;3:59:00;0,4120;0,2280;242,7200;2,0000;0,0000;1,0000;0,0000
01-02-2007;4:00:00;0,4160;0,2500;242,7100;2,0000;0,0000;1,0000;0,0000
01-02-2007;4:01:00;0,4100;0,2480;242,3200;2,0000;0,0000;2,0000;0,0000
01-02-2007;4:02:00;0,4080;0,2480;242,3600;2,0000;0,0000;1,0000;0,0000
01-02-2007;4:03:00;0,4060;0,2460;242,1200;2,0000;0,0000;1,0000;0,0000
01-02-2007;4:04:00;0,4040;0,2480;242,1800;2,0000;0,0000;2,0000;0,0000
01-02-2007;4:05:00;0,4020;0,2480;242,2200;1,8000;0,0000;1,0000;0,0000
01-02-2007;4:06:00;0,4000;0,2460;241,9800;1,8000;0,0000;1,0000;0,0000
01-02-2007;4:07:00;0,3980;0,2460;242,0900;1,8000;0,0000;1,0000;0,0000
01-02-2007;4:08:00;0,3960;0,2460;241,9200;1,8000;0,0000;1,0000;0,0000
01-02-2007;4:09:00;0,3960;0,2500;242,6100;1,8000;0,0000;2,0000;0,0000
01-02-2007;4:10:00;0,3960;0,2520;242,9900;1,8000;0,0000;1,0000;0,0000
01-02-2007;4:11:00;0,4320;0,2800;243,0600;2,2000;0,0000;1,0000;0,0000
01-02-2007;4:12:00;0,4700;0,3580;242,9400;2,4000;0,0000;1,0000;0,0000
01-02-2007;4:13:00;0,4280;0,2960;243,0700;2,2000;0,0000;2,0000;0,0000
01-02-2007;4:14:00;0,3480;0,1700;242,8500;1,6000;0,0000;0,0000;0,0000
01-02-2007;4:15:00;0,3040;0,0940;242,7300;1,2000;0,0000;0,0000;0,0000
01-02-2007;4:16:00;0,3020;0,0940;242,6500;1,2000;0,0000;0,0000;0,0000
01-02-2007;4:17:00;0,3020;0,0960;243,0800;1,2000;0,0000;0,0000;0,0000
01-02-2007;4:18:00;0,3000;0,1000;243,6000;1,2000;0,0000;0,0000;0,0000
01-02-2007;4:19:00;0,2980;0,0960;243,0500;1,2000;0,0000;0,0000;0,0000
01-02-2007;4:20:00;0,2920;0,0860;243,3800;1,2000;0,0000;0,0000;0,0000
01-02-2007;4:21:00;0,2280;0,0000;243,8200;1,0000;0,0000;0,0000;0,0000
01-02-2007;4:22:00;0,2280;0,0000;243,7300;1,0000;0,0000;0,0000;0,0000
01-02-2007;4:23:00;0,2300;0,0000;244,2600;1,0000;0,0000;0,0000;0,0000
01-02-2007;4:24:00;0,2300;0,0000;244,9800;1,0000;0,0000;0,0000;0,0000
01-02-2007;4:25:00;0,2300;0,0000;244,9500;1,0000;0,0000;0,0000;0,0000
01-02-2007;4:26:00;0,2340;0,0000;244,3000;1,0000;0,0000;0,0000;0,0000
01-02-2007;4:27:00;0,2500;0,0000;243,7300;1,0000;0,0000;0,0000;0,0000
01-02-2007;4:28:00;0,2500;0,0000;243,2300;1,0000;0,0000;0,0000;0,0000
01-02-2007;4:29:00;0,2260;0,0000;242,8300;1,0000;0,0000;0,0000;0,0000
01-02-2007;4:30:00;0,2260;0,0000;242,7500;1,0000;0,0000;0,0000;0,0000
01-02-2007;4:31:00;0,2260;0,0000;243,0000;1,0000;0,0000;0,0000;0,0000
01-02-2007;4:32:00;0,2280;0,0000;243,3000;1,0000;0,0000;0,0000;0,0000
01-02-2007;4:33:00;0,2280;0,0000;243,4000;1,0000;0,0000;0,0000;0,0000
01-02-2007;4:34:00;0,2260;0,0000;242,6900;1,0000;0,0000;0,0000;0,0000
01-02-2007;4:35:00;0,2260;0,0000;242,3100;1,0000;0,0000;0,0000;0,0000
01-02-2007;4:36:00;0,2240;0,0000;242,1600;1,0000;0,0000;0,0000;0,0000
01-02-2007;4:37:00;0,2240;0,0000;242,1300;1,0000;0,0000;0,0000;0,0000
01-02-2007;4:38:00;0,2240;0,0000;242,0200;1,0000;0,0000;0,0000;0,0000
01-02-2007;4:39:00;0,2260;0,0000;242,4900;1,0000;0,0000;0,0000;0,0000
01-02-2007;4:40:00;0,3200;0,0900;243,1600;1,4000;0,0000;0,0000;0,0000
01-02-2007;4:41:00;0,3380;0,1280;243,1100;1,4000;0,0000;0,0000;0,0000
01-02-2007;4:42:00;0,3320;0,1220;242,1500;1,4000;0,0000;0,0000;0,0000
01-02-2007;4:43:00;0,3300;0,1240;242,2600;1,4000;0,0000;0,0000;0,0000
01-02-2007;4:44:00;0,3280;0,1240;242,1800;1,4000;0,0000;0,0000;0,0000
01-02-2007;4:45:00;0,3260;0,1220;242,0100;1,4000;0,0000;0,0000;0,0000
01-02-2007;4:46:00;0,3260;0,1220;242,0100;1,4000;0,0000;0,0000;0,0000
01-02-2007;4:47:00;0,3240;0,1200;241,6700;1,4000;0,0000;0,0000;0,0000
01-02-2007;4:48:00;0,3220;0,1200;241,5000;1,4000;0,0000;0,0000;0,0000
